group	marker	posi	group_Americain	posi_physique
1B	Cluster_7926|Contig1|original@2048	126.6	1B	226847951
1B	Cluster_7926|Contig2|original@988	126.6	1A	215468862
1B	Cluster_7926|Contig4|original@2214	126.4	1A	215468862
1A	Cluster_7927|Contig3|original@228	196.6	1B	292766142
7A	Cluster_793|Contig8|original@1249	283.3	7B	250839389
1B	Cluster_7932|Contig2|original@255	56.4	1B	95789505
1B	Cluster_7932|Contig3|original@1358	57	1B	95789505
4A	Cluster_7937|Contig3|original@865	14.8	NA	NA
4A	Cluster_7937|Contig4|original@501	14.8	NA	NA
5A	Cluster_794|Contig1|original@237	308.7	5A	143979436
4A	Cluster_7946|Contig2|complementarySeq@2577	83.5	NA	NA
4A	Cluster_7946|Contig2|likelySeq@2577	83.5	NA	NA
4B	Cluster_7953|Contig1|original@410	151.7	4B	304980017
4B	Cluster_7954|Contig1|original@355	170.5	4B	309654571
5A	Cluster_7954|Contig2|likelySeq@462	305	4B	309654571
3A	Cluster_7956|Contig1|original@1446	53.4	3B	67869156
3A	Cluster_7956|Contig2|original@1433	53.4	3A	11190680
3B	Cluster_7957|Contig1|complementarySeq@1465	102.2	3B	234453932
3B	Cluster_7957|Contig1|likelySeq@1465	102.2	3B	234453932
1B	Cluster_7961|Contig2|original@231	62.8	1B	36874627
6B	Cluster_7966|Contig1|likelySeq@2789	81.7	6B	59736604
1B	Cluster_7968|Contig2|original@357	154.8	NA	NA
6B	Cluster_7970|Contig1|complementarySeq@320	85.4	6B	78982090
5B	Cluster_7974|Contig2|complementarySeq@1009	208.4	5B	240547235
2B	Cluster_7979|Contig1|original@536	133.4	2B	80890184
3B	Cluster_798|Contig2|original@2360	162	3B	621080733
3B	Cluster_798|Contig3|original@212	162	NA	NA
3B	Cluster_798|Contig5|original@1881	162	NA	NA
4A	Cluster_7983|Contig1|complementarySeq@2172	98	4A	166778236
4B	Cluster_7983|Contig2|original@739	66.6	4B	11578220
5B	Cluster_7986|Contig1|original@232	235.4	5A	132345863
1A	Cluster_7989|Contig1|complementarySeq@136	101.2	1A	206605855
1B	Cluster_7989|Contig1|likelySeq@238	117	1B	230645599
4A	Cluster_7992|Contig1|likelySeq@984	18.8	NA	NA
6A	Cluster_7995|Contig1|complementarySeq@297	113.9	6A	184601195
6B	Cluster_7995|Contig1|likelySeq@1243	130.3	6A	184601195
6B	Cluster_7995|Contig2|original@124	131	NA	NA
6B	Cluster_7995|Contig2|original@505	131	NA	NA
6A	Cluster_7997|Contig1|original@278	104.1	6A	180634535
4B	Cluster_7998|Contig2|original@291	116.6	4A	21140072
3A	Cluster_8|Contig1|original@786	97.5	3A	151861981
1B	Cluster_800|Contig3|likelySeq@1439	70.6	1A	47988974
6B	Cluster_8005|Contig2|likelySeq@1458	86.3	6B	105401475
6A	Cluster_801|Contig1|original@200	161.9	6A	199300229
4A	Cluster_8014|Contig2|complementarySeq@1678	67.3	NA	NA
4A	Cluster_8014|Contig2|likelySeq@1678	67.3	4A	54260069
4A	Cluster_8014|Contig2|likelySeq@685	68.2	4A	54260069
2A	Cluster_8020|Contig1|complementarySeq@872	134.3	2A	80145226
2A	Cluster_8021|Contig1|likelySeq@1334	112.6	NA	NA
3A	Cluster_8022|Contig2|complementarySeq@1243	90.8	3A	49406803
3B	Cluster_8022|Contig2|likelySeq@1385	118.7	3B	453172920
3B	Cluster_8022|Contig3|likelySeq@3111	118	3B	455662173
5A	Cluster_8024|Contig3|original@696	92.5	NA	NA
1B	Cluster_8032|Contig1|original@2617	57	1B	114044698
5B	Cluster_8033|Contig2|original@369	195.3	5B	232896095
5B	Cluster_8033|Contig3|original@286	195.3	5B	232896095
6A	Cluster_8035|Contig1|original@469	26.7	6B	7675818
6B	Cluster_8035|Contig2|original@237	38.7	6B	7675818
6B	Cluster_8035|Contig4|original@397	37.9	6B	7675818
6A	Cluster_8039|Contig1|original@637	195.8	6A	206454591
6B	Cluster_8039|Contig3|original@720	206.2	6B	202281833
6B	Cluster_8039|Contig4|original@646	206.2	6B	202281833
7A	Cluster_8044|Contig3|original@873	174.1	7A	132744467
7A	Cluster_805|Contig1|original@921	43	7A	11988762
7A	Cluster_805|Contig2|complementarySeq@2153	43	4A	187046056
7A	Cluster_805|Contig2|likelySeq@2153	43	7A	11988762
4B	Cluster_8052|Contig3|original@878	186.6	4B	313749215
3A	Cluster_8053|Contig2|original@121	31	NA	NA
4A	Cluster_8058|Contig2|original@736	59.4	4A	62028046
7B	Cluster_806|Contig1|original@1073	0.399999999999977	7B	295539
5B	Cluster_806|Contig2|original@598	278.5	NA	NA
7B	Cluster_806|Contig3|original@1321	0.399999999999977	NA	NA
1B	Cluster_8062|Contig1|original@158	200.7	1B	286486934
1B	Cluster_8062|Contig3|original@907	200.7	1B	286486934
2B	Cluster_807|Contig2|original@950	144.9	2B	97178890
3B	Cluster_8070|Contig2|complementarySeq@3343	138.9	3B	541114607
3A	Cluster_8070|Contig2|likelySeq@3567	111.4	3A	137376107
5A	Cluster_8076|Contig1|original@1054	168.1	NA	NA
7B	Cluster_8083|Contig1|original@919	83.1	NA	NA
2A	Cluster_8085|Contig2|complementarySeq@1294	112	NA	NA
2B	Cluster_8085|Contig2|likelySeq@1184	144.9	NA	NA
4B	Cluster_8092|Contig4|original@1648	67.9	4B	30933759
4B	Cluster_8093|Contig1|original@893	0	4B	1695827
4B	Cluster_8093|Contig2|original@891	0	4B	1695827
3A	Cluster_8097|Contig1|complementarySeq@3764	252.2	3B	770214197
3A	Cluster_8097|Contig1|likelySeq@3764	252.2	3A	183396972
6B	Cluster_8098|Contig5|complementarySeq@931	90	6B	69707960
5A	Cluster_8099|Contig1|complementarySeq@451	263.6	5B	250753835
5B	Cluster_8099|Contig1|likelySeq@505	225.2	5B	250753835
7A	Cluster_811|Contig2|original@731	104.3	NA	NA
5A	Cluster_8110|Contig2|original@928	226.1	NA	NA
3A	Cluster_8119|Contig2|original@378	3.29999999999998	NA	NA
1B	Cluster_8122|Contig1|original@338	14.4	1B	6278741
5A	Cluster_8123|Contig2|likelySeq@1195	312.8	5A	146368489
6B	Cluster_8129|Contig2|original@367	147.4	NA	NA
6A	Cluster_8129|Contig3|complementarySeq@2650	128	NA	NA
4A	Cluster_813|Contig2|original@1618	228.4	NA	NA
7A	Cluster_813|Contig5|original@178	4.2	7A	851876
2B	Cluster_8131|Contig2|original@188	103.6	2B	40909863
4A	Cluster_8135|Contig2|original@920	109.2	NA	NA
3B	Cluster_8135|Contig3|complementarySeq@466	188.3	3B	684357968
3B	Cluster_8135|Contig4|original@408	188.3	NA	NA
3B	Cluster_8135|Contig4|original@405	188.6	NA	NA
7A	Cluster_8136|Contig2|original@162	140.6	NA	NA
7A	Cluster_8137|Contig3|original@2003	127.4	7B	63429750
7A	Cluster_8137|Contig5|original@796	127.4	7A	56310342
5A	Cluster_8138|Contig2|original@1314	299	4B	310671640
1B	Cluster_8138|Contig3|original@109	230.5	1B	288778168
5A	Cluster_8138|Contig5|original@1115	298.2	NA	NA
4B	Cluster_8138|Contig6|original@268	165.2	1B	288778168
4B	Cluster_8138|Contig8|original@224	164.6	4B	310667922
1B	Cluster_8138|Contig9|original@733	230.5	1A	247488442
1A	Cluster_8141|Contig2|original@119	103.4	NA	NA
1A	Cluster_8141|Contig4|original@153	103.4	1A	205620155
1A	Cluster_8141|Contig4|original@202	103.4	1A	205620155
2A	Cluster_8149|Contig2|original@253	93.7	2A	113769221
1A	Cluster_815|Contig3|original@1157	70.8	1A	94232627
1A	Cluster_815|Contig6|original@1796	70.8	1B	147361615
6A	Cluster_8153|Contig1|original@232	29.5	6A	6898830
1B	Cluster_8155|Contig1|original@1968	84.6	1B	193897432
1A	Cluster_8155|Contig2|original@1934	70.8	1A	87870482
1A	Cluster_8159|Contig1|original@1217	74.8	1A	34663323
1A	Cluster_8159|Contig2|original@549	74.8	1A	34663323
1B	Cluster_8159|Contig4|original@781	84.6	1B	188983339
1B	Cluster_8159|Contig4|original@766	85	1B	188983339
4A	Cluster_8161|Contig2|complementarySeq@78	18.8	NA	NA
4A	Cluster_8161|Contig2|likelySeq@78	18.8	4B	283511275
3B	Cluster_8166|Contig1|original@1287	259.6	3B	763662062
3A	Cluster_8166|Contig3|original@425	243.2	3A	182328070
3B	Cluster_8166|Contig4|original@298	259.6	3A	182328070
5A	Cluster_817|Contig1|complementarySeq@290	158.9	NA	NA
1B	Cluster_8170|Contig1|complementarySeq@701	118.5	1B	220672759
2B	Cluster_8172|Contig1|original@1380	137	2B	135976798
2A	Cluster_8172|Contig2|original@1767	104.2	NA	NA
7B	Cluster_8174|Contig4|original@84	202.6	7B	240802915
6A	Cluster_8178|Contig2|original@816	141.4	6A	197054226
4B	Cluster_818|Contig1|original@1757	83.2	4B	217993916
4B	Cluster_818|Contig3|original@275	84.6	4B	217992448
2A	Cluster_8182|Contig1|complementarySeq@1133	145	2A	94901795
7A	Cluster_8184|Contig1|original@1110	142.3	NA	NA
7B	Cluster_8184|Contig2|original@531	87.2	NA	NA
7A	Cluster_8184|Contig3|original@396	142.3	7A	73443710
6A	Cluster_8187|Contig3|original@772	177	6A	201936604
2A	Cluster_819|Contig2|original@705	264.2	2A	253750931
2A	Cluster_8194|Contig2|original@319	112.4	NA	NA
4B	Cluster_82|Contig2|original@403	82	4B	220133802
2B	Cluster_8200|Contig1|original@2055	260.5	2B	330771186
2B	Cluster_8200|Contig3|original@238	260.5	2B	330771186
2B	Cluster_8200|Contig5|original@1003	260.5	2B	330771186
2B	Cluster_8200|Contig6|original@249	260.5	2B	330771186
2B	Cluster_8200|Contig7|original@918	260.3	2B	330771186
2A	Cluster_8200|Contig8|original@448	246.3	2A	254011765
2B	Cluster_8200|Contig9|original@1294	260.5	2A	254011765
4B	Cluster_8204|Contig2|complementarySeq@328	79.5	4A	117239979
4B	Cluster_8204|Contig3|original@627	79.5	4B	171180824
3B	Cluster_8208|Contig2|original@266	88.5	NA	NA
3B	Cluster_8212|Contig1|likelySeq@949	106.8	3B	253306709
1B	Cluster_8213|Contig1|original@681	164.7	1B	268645612
1A	Cluster_8214|Contig1|original@201	63.1	1A	22061318
1A	Cluster_8215|Contig1|original@142	79.3	1A	191728601
1A	Cluster_8215|Contig1|original@308	79.3	1A	191728601
1B	Cluster_8215|Contig2|original@1125	95.8	1B	169785054
6A	Cluster_8216|Contig1|original@1479	61.3	6A	34464510
6A	Cluster_8216|Contig1|original@964	61.3	6A	34464510
6A	Cluster_8216|Contig2|original@849	61.3	6A	34464510
6A	Cluster_8219|Contig2|complementarySeq@197	91.3	NA	NA
6A	Cluster_8219|Contig2|likelySeq@197	91.3	NA	NA
4B	Cluster_8220|Contig1|original@2004	89.6	NA	NA
4B	Cluster_8220|Contig4|original@1325	89.2	NA	NA
7A	Cluster_8224|Contig4|complementarySeq@1368	198	NA	NA
6A	Cluster_823|Contig1|original@2308	1.89999999999998	6A	410787
6A	Cluster_823|Contig11|original@2810	1.89999999999998	6A	716696
6A	Cluster_823|Contig13|original@2938	1.89999999999998	6A	716696
6B	Cluster_823|Contig18|original@253	2.9	6A	410787
6A	Cluster_823|Contig19|original@2781	1.5	6A	716696
6B	Cluster_823|Contig2|original@4536	2.2	NA	NA
6A	Cluster_823|Contig21|original@2710	1.89999999999998	6A	716696
6B	Cluster_823|Contig3|original@4184	2.2	6A	410787
6A	Cluster_823|Contig6|original@1982	1.89999999999998	NA	NA
2A	Cluster_8230|Contig1|complementarySeq@464	109.4	2A	121082221
2B	Cluster_8230|Contig1|likelySeq@444	141.9	2A	121082221
3A	Cluster_8236|Contig1|original@904	239.6	NA	NA
3B	Cluster_8236|Contig3|original@457	259.1	NA	NA
7B	Cluster_8239|Contig1|original@317	149.3	NA	NA
7A	Cluster_8239|Contig2|original@419	218.2	7A	161962768
5B	Cluster_824|Contig2|original@1965	144.4	NA	NA
5B	Cluster_824|Contig2|original@1955	145	NA	NA
5B	Cluster_824|Contig3|original@2001	144.4	5B	202526775
5A	Cluster_8245|Contig2|original@960	39.7	NA	NA
5A	Cluster_8245|Contig3|original@914	39.7	5B	11834869
6B	Cluster_8248|Contig2|original@1160	108.2	NA	NA
5B	Cluster_8249|Contig1|original@504	179.9	NA	NA
4B	Cluster_825|Contig2|likelySeq@357	125.9	4B	288494866
7A	Cluster_8255|Contig2|original@143	224	7A	164307539
7A	Cluster_8255|Contig3|original@1762	224	7A	164307539
7A	Cluster_8255|Contig3|original@1491	224.3	7A	164307539
3B	Cluster_8260|Contig1|original@562	203.5	NA	NA
5A	Cluster_8262|Contig1|original@1350	71.7	NA	NA
5A	Cluster_8262|Contig3|original@60	72	5B	27939582
5A	Cluster_827|Contig2|likelySeq@1475	79.2	NA	NA
2A	Cluster_8270|Contig1|original@1288	207.9	2A	234613978
5B	Cluster_8272|Contig2|original@352	171.6	5B	214534871
3B	Cluster_8275|Contig1|likelySeq@1167	182.1	3A	164426300
3B	Cluster_8275|Contig1|likelySeq@1043	182.1	3A	164426300
2A	Cluster_8278|Contig2|complementarySeq@676	211.2	2A	236448384
2A	Cluster_8278|Contig2|complementarySeq@339	211.2	2A	236448384
2B	Cluster_8278|Contig2|likelySeq@1050	226.1	2B	307890398
2B	Cluster_8278|Contig2|likelySeq@981	227.4	2B	307890398
2B	Cluster_8279|Contig2|likelySeq@258	126.9	2B	61848421
7A	Cluster_8283|Contig1|likelySeq@1600	148	NA	NA
7A	Cluster_8283|Contig1|likelySeq@1652	148	NA	NA
2A	Cluster_8285|Contig1|original@661	230	2A	242134442
2B	Cluster_8285|Contig2|original@1067	239.2	2B	328374143
3A	Cluster_8286|Contig2|original@617	159	NA	NA
4B	Cluster_829|Contig1|original@5109	88.2	NA	NA
5A	Cluster_8291|Contig3|complementarySeq@1028	91.2	5B	99016594
5A	Cluster_8291|Contig3|likelySeq@1028	91.2	5B	99016594
5B	Cluster_8291|Contig5|complementarySeq@137	69.6	5B	99016594
5B	Cluster_8291|Contig5|likelySeq@155	69.6	5B	99016594
2B	Cluster_8293|Contig1|original@363	234.9	2B	323478627
7B	Cluster_8298|Contig2|complementarySeq@878	69.2	NA	NA
1B	Cluster_8299|Contig1|original@1563	69.4	1A	41317946
2A	Cluster_83|Contig4|original@949	163.3	2A	214913839
7B	Cluster_8302|Contig1|likelySeq@432	82.6	NA	NA
5A	Cluster_8303|Contig2|original@332	39.7	NA	NA
5B	Cluster_8305|Contig2|original@338	159	5B	207964245
5B	Cluster_8305|Contig2|original@335	157.4	5B	207964245
6B	Cluster_8306|Contig2|original@278	82.2	6A	50458718
1A	Cluster_8315|Contig1|likelySeq@1838	129.7	1A	229889061
2B	Cluster_8318|Contig1|complementarySeq@615	193.9	2B	267544940
4B	Cluster_832|Contig8|complementarySeq@1703	67.7	4B	97138192
4B	Cluster_832|Contig8|likelySeq@1703	67.7	4B	97138192
6B	Cluster_8321|Contig1|original@581	132.4	6B	165900782
6A	Cluster_8321|Contig2|original@1203	116.1	6A	181935200
7A	Cluster_8325|Contig3|complementarySeq@241	268.4	NA	NA
7A	Cluster_8325|Contig3|likelySeq@361	268.1	NA	NA
7A	Cluster_8325|Contig3|likelySeq@1139	268.4	NA	NA
5B	Cluster_8328|Contig3|original@259	30.2	5B	7157429
4A	Cluster_8332|Contig1|original@109	193.1	NA	NA
1B	Cluster_8333|Contig1|original@242	62.4	1B	48666368
3A	Cluster_8334|Contig1|original@692	196.4	3B	714714497
3A	Cluster_8334|Contig2|original@197	196.4	3B	714714497
3A	Cluster_8334|Contig3|original@547	195.6	3B	714714497
3A	Cluster_8334|Contig4|original@243	196.4	3B	714714497
3A	Cluster_8334|Contig4|original@193	196.4	3B	714714497
1A	Cluster_8335|Contig2|original@187	141.3	1A	233527802
7A	Cluster_834|Contig2|original@2912	124.1	7A	54205742
6B	Cluster_8353|Contig2|original@606	208	6B	201621619
2B	Cluster_8353|Contig6|original@721	287.2	NA	NA
7A	Cluster_8359|Contig1|original@3113	66.5	7B	1862347
7A	Cluster_8359|Contig18|original@245	65.9	NA	NA
7A	Cluster_8359|Contig6|original@454	65.9	NA	NA
5B	Cluster_8360|Contig1|original@701	100.6	5B	182935501
3A	Cluster_8362|Contig1|complementarySeq@611	80.5	3A	102842023
2A	Cluster_8363|Contig1|likelySeq@684	96.8	2A	161845934
2A	Cluster_8366|Contig1|likelySeq@629	107.5	NA	NA
5A	Cluster_8367|Contig2|original@490	223.9	5B	226809346
5A	Cluster_8367|Contig2|original@540	222.8	5B	226809346
1B	Cluster_8368|Contig2|original@730	24.1	1B	7761869
2B	Cluster_837|Contig1|original@811	275.8	2B	339255162
6A	Cluster_837|Contig2|original@822	1.89999999999998	2B	339628004
6A	Cluster_837|Contig4|complementarySeq@969	1.5	6A	139421
6B	Cluster_837|Contig4|likelySeq@1197	4	6A	139421
6B	Cluster_837|Contig5|complementarySeq@486	2.2	NA	NA
4A	Cluster_8375|Contig1|complementarySeq@194	77.2	NA	NA
4A	Cluster_8375|Contig1|complementarySeq@293	78.4	NA	NA
3B	Cluster_8377|Contig3|original@797	169	NA	NA
5B	Cluster_8384|Contig1|original@218	241.7	5B	260432649
5B	Cluster_8384|Contig2|complementarySeq@345	241.7	4A	189945106
4A	Cluster_8384|Contig2|likelySeq@315	160.6	4A	189945106
5B	Cluster_839|Contig1|likelySeq@314	159	NA	NA
5B	Cluster_839|Contig3|original@201	159	NA	NA
5A	Cluster_8398|Contig1|complementarySeq@1096	193.3	5A	100175329
5B	Cluster_8398|Contig1|likelySeq@942	159	5B	208024522
5B	Cluster_8398|Contig1|likelySeq@1043	159	5B	208024522
2B	Cluster_840|Contig1|original@217	103.1	2B	52918103
2B	Cluster_840|Contig3|original@231	103.1	2B	52918103
2A	Cluster_840|Contig4|original@543	86	2A	152244501
2B	Cluster_8400|Contig1|complementarySeq@834	144.9	2B	181633540
4B	Cluster_8406|Contig2|original@181	86.6	4B	80585116
2A	Cluster_8407|Contig2|likelySeq@946	112.7	2B	100684339
1A	Cluster_8411|Contig1|original@146	21.1	1A	2547013
5A	Cluster_8412|Contig2|original@468	289	5A	138185439
5B	Cluster_8413|Contig1|complementarySeq@1603	113.8	5B	178320182
5B	Cluster_8415|Contig1|original@1193	219.3	5B	253212877
5A	Cluster_8415|Contig2|original@497	260.1	5B	253212877
5A	Cluster_8415|Contig3|original@1430	258.8	NA	NA
5B	Cluster_8415|Contig4|original@1242	219.3	5B	253212877
4A	Cluster_842|Contig1|original@1076	83.5	4A	12281375
4B	Cluster_842|Contig2|complementarySeq@698	79.5	4B	140886215
4B	Cluster_842|Contig2|likelySeq@698	79.5	4A	12281375
5A	Cluster_8420|Contig1|complementarySeq@534	122.7	5B	173660875
5A	Cluster_8420|Contig1|complementarySeq@628	122.7	5B	173660875
5B	Cluster_8420|Contig1|likelySeq@669	85	5B	173660875
4A	Cluster_8424|Contig2|original@850	66.8	NA	NA
4A	Cluster_8424|Contig2|original@1494	67.3	NA	NA
4A	Cluster_8424|Contig4|original@468	67.3	NA	NA
5A	Cluster_8427|Contig2|original@238	213.4	5A	106553243
5A	Cluster_843|Contig2|original@1364	237.7	NA	NA
5A	Cluster_843|Contig5|original@898	237.7	NA	NA
3B	Cluster_8430|Contig3|original@357	146.1	NA	NA
2B	Cluster_8432|Contig1|complementarySeq@344	144.9	2B	145364197
2A	Cluster_8432|Contig1|likelySeq@871	112.4	2A	62933505
7B	Cluster_8441|Contig1|original@246	197.5	NA	NA
7B	Cluster_8441|Contig1|original@160	201.3	NA	NA
1A	Cluster_8445|Contig2|complementarySeq@199	53.2	1A	15597698
2A	Cluster_8447|Contig1|complementarySeq@283	133.4	2A	52241306
4A	Cluster_8449|Contig1|complementarySeq@1358	25.8	NA	NA
1A	Cluster_8450|Contig1|likelySeq@420	74.8	1A	62394535
3B	Cluster_8451|Contig1|original@866	109	3B	402328394
3B	Cluster_8451|Contig3|original@993	109	3B	402328394
7B	Cluster_846|Contig15|likelySeq@469	70.2	NA	NA
1B	Cluster_846|Contig22|original@219	60.7	5B	162147662
1B	Cluster_8464|Contig1|complementarySeq@782	67.3	NA	NA
3B	Cluster_8469|Contig2|original@15	95.9	3B	172518916
1A	Cluster_8470|Contig1|complementarySeq@95	139.2	1B	267225768
1B	Cluster_8470|Contig1|likelySeq@259	157	NA	NA
3A	Cluster_8475|Contig1|likelySeq@1096	90.9	3A	112091991
1B	Cluster_8476|Contig2|original@936	55	1A	116014939
1B	Cluster_8476|Contig4|original@988	54.8	1B	63848747
5A	Cluster_8479|Contig1|original@998	151.4	5A	92803355
2B	Cluster_8481|Contig1|likelySeq@1708	191.9	NA	NA
3A	Cluster_8484|Contig2|original@405	80.5	3A	34163883
4A	Cluster_8488|Contig1|original@573	207.9	4A	203802269
7A	Cluster_8488|Contig2|original@518	16.7	7A	4781961
2B	Cluster_8489|Contig1|original@214	115.6	2B	45754422
2B	Cluster_8489|Contig3|original@361	115.6	2B	45754422
1A	Cluster_8492|Contig1|original@1559	68	1A	88754806
1B	Cluster_8492|Contig2|original@342	70.9	1B	184486925
4B	Cluster_8493|Contig2|original@1807	84.6	4B	120733256
2A	Cluster_8495|Contig1|original@2416	90.4	2A	70203149
2B	Cluster_8495|Contig2|original@2128	103.6	2A	70203149
2B	Cluster_8495|Contig2|original@618	103.6	2A	70203149
2B	Cluster_8495|Contig3|original@174	103.4	2B	40922245
2B	Cluster_8495|Contig3|original@2029	103.3	2B	40922245
5A	Cluster_8496|Contig1|original@237	122.3	NA	NA
2B	Cluster_8499|Contig1|likelySeq@277	153.8	2B	117731791
2A	Cluster_8499|Contig2|complementarySeq@1134	124.5	NA	NA
5B	Cluster_85|Contig13|original@143	72.6	2B	198195471
6B	Cluster_85|Contig40|original@642	1.4	6B	2292225
5B	Cluster_85|Contig51|original@1009	72	NA	NA
5B	Cluster_85|Contig51|original@905	72.3	NA	NA
2B	Cluster_8500|Contig2|likelySeq@2220	201.2	2B	297816416
1A	Cluster_8502|Contig2|original@387	102.7	1A	212617638
2B	Cluster_8503|Contig1|likelySeq@479	144.9	2B	227449800
5B	Cluster_8505|Contig2|complementarySeq@767	66.9	5B	106602323
2A	Cluster_8510|Contig5|original@242	112.6	NA	NA
2A	Cluster_8510|Contig6|original@265	112.4	NA	NA
2A	Cluster_8512|Contig1|complementarySeq@257	214.7	2A	237335570
5B	Cluster_8517|Contig1|complementarySeq@242	206.4	NA	NA
2B	Cluster_852|Contig12|complementarySeq@332	181.2	NA	NA
6B	Cluster_852|Contig23|likelySeq@862	93.6	2A	214267707
2A	Cluster_852|Contig7|complementarySeq@2134	158.3	2A	104179241
4A	Cluster_8523|Contig1|likelySeq@1447	83.1	NA	NA
4A	Cluster_8523|Contig1|likelySeq@2395	83.5	NA	NA
6B	Cluster_8525|Contig3|complementarySeq@346	117.3	6A	161187549
6B	Cluster_8525|Contig3|likelySeq@360	118.7	6B	145603043
2B	Cluster_8528|Contig1|complementarySeq@177	170.3	2A	104060707
3B	Cluster_8529|Contig1|complementarySeq@1708	89	3A	27167104
3B	Cluster_8529|Contig1|likelySeq@1168	88.5	3B	143873319
3B	Cluster_8529|Contig2|likelySeq@1680	89	3B	143873319
6B	Cluster_8532|Contig1|likelySeq@494	71.3	6A	29914446
6B	Cluster_8532|Contig2|complementarySeq@495	71.3	NA	NA
6B	Cluster_8532|Contig2|likelySeq@1217	71.3	6A	29914446
6B	Cluster_8532|Contig2|likelySeq@1098	71.3	6A	29914446
3B	Cluster_8533|Contig1|likelySeq@669	91.2	3B	159963487
3B	Cluster_8533|Contig2|original@680	91.2	3B	159963487
5B	Cluster_8535|Contig3|original@1980	177	5B	218711539
5B	Cluster_8535|Contig5|original@1969	177	5A	109121809
2B	Cluster_8540|Contig1|likelySeq@306	164.9	2B	76568485
1A	Cluster_8541|Contig1|complementarySeq@1426	91.9	1A	182729202
1B	Cluster_8541|Contig1|complementarySeq@1693	108.4	1A	182729202
5A	Cluster_8542|Contig3|original@266	118.2	5B	173469597
5A	Cluster_8542|Contig3|original@205	117.3	5B	173469597
3A	Cluster_8546|Contig1|complementarySeq@848	66.4	3A	15426229
7A	Cluster_8547|Contig1|original@811	268	NA	NA
3B	Cluster_855|Contig1|complementarySeq@1014	162.4	3B	8701548
1B	Cluster_8550|Contig1|original@936	212	NA	NA
1B	Cluster_8550|Contig2|original@903	212	NA	NA
5A	Cluster_8551|Contig3|original@1132	317.6	5A	144750679
5A	Cluster_8551|Contig4|original@1164	317.6	5A	144750679
5A	Cluster_8552|Contig3|original@184	123.1	NA	NA
2A	Cluster_8555|Contig1|original@1798	93.7	6A	10239560
2A	Cluster_8555|Contig2|complementarySeq@136	93.7	2A	146901259
2A	Cluster_8555|Contig2|likelySeq@136	93.7	2A	146901259
7A	Cluster_8562|Contig3|original@3211	138.1	7B	146006124
